variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
614089,0,613966,,
614091,0,,,
614092,0,,,
614093,0,613966,,1478
614094,0,,,
614095,0,,,
614098,0,,,
614099,0,,,
614101,0,613968,1581,
614102,0,613969,,1547
614103,0,613969,,1637
614105,0,,,
614108,0,613968,1636,
614109,0,613968,1548,
614112,0,613968,1548,
614114,0,613968,1636,
614115,0,613969,1419,
614119,0,613968,,1420
614120,0,613970,,1542
614125,0,613971,1430,
614126,0,613970,,1412
614127,0,613971,1411,
614130,0,613970,1482,
614132,0,613971,,1483
614133,0,,,
614134,0,613971,,1410
614141,0,613972,1470,
614142,0,,,
614143,0,613973,2959,
614144,0,613973,1609,
614147,0,613972,,1610
614152,0,,,
614153,0,613974,,1527
614154,0,613974,1623,
614155,0,613975,1680,
614157,0,613975,1528,
614158,0,613975,,1396
614159,0,,,
614162,0,613976,1636,
614164,0,613977,1609,
614165,0,,,
614166,0,613977,,1637
614167,0,613976,,1610
614169,0,613977,,1637
614170,0,613976,1636,
614171,0,,,
614172,0,,,
614174,0,,,
614178,0,613979,,1527
614179,0,613978,1528,
614180,0,,,
614181,0,,,
614183,0,613978,1528,
614186,0,613981,,1637
614187,0,,,
614188,0,613981,,1454
614189,0,,,
614191,0,613981,1418,
614192,0,613980,1636,
614193,0,613980,1636,
614195,0,,,
614198,0,613980,,1527
614199,0,613981,1528,
614203,0,613980,1581,
614207,0,613981,1528,
614209,0,613981,,1637
614211,0,613980,,1527
614213,0,,,
614218,0,613983,1564,
614219,0,613982,,1709
614220,0,613982,1496,
614221,0,613983,2033,
614226,0,613983,,1497
614227,0,613982,1443,
614228,0,,,
614231,0,613985,,1440
614232,0,613985,,2817
614234,0,613984,1564,
614235,0,613984,1633,
614236,0,613984,,1442
614237,0,613984,1581,
614238,0,613985,1614,
614240,0,,,
614242,0,613985,1414,
614246,0,613985,,1580
614247,0,613986,,2819
614248,0,613987,,3521
614249,0,613987,1411,
614251,0,613987,2820,
614253,0,613986,,1412
614255,0,613987,,2820
614256,0,613986,2959,
614260,0,,,
614262,0,,,
614263,0,613989,2820,
614264,0,613989,1411,
614265,0,613988,3523,
614266,0,613988,1409,
614269,0,613989,,2820
614270,0,613988,,1412
614272,0,613990,,1439
614275,0,613990,2033,
614276,0,,,
614277,0,,,
614278,0,613991,,1343
614279,0,613991,,1709
614280,0,613990,,1344
614281,0,613990,1619,
614284,0,613991,,1343
614285,0,613991,1660,
614286,0,613990,1619,
614287,0,613993,,1637
614289,0,,,
614291,0,613992,,1420
614292,0,613992,,1420
614293,0,613993,,1637
614294,0,613993,1419,
614295,0,613992,1636,
614296,0,,,
614297,0,,,
614298,0,613992,1636,
614299,0,,,
614300,0,613993,1419,
614301,1,,,
614302,1,,,
614303,1,,,
614304,1,,,
614305,1,,,
614306,1,,,
614307,1,,,
614308,1,,,
614309,1,,,
614310,1,,,
614311,1,,,
614312,1,,,
614313,1,,,
614314,1,,,
614315,1,,,
614316,1,,,
614317,1,,,
614318,1,,,
614319,1,,,
614320,1,,,
614321,1,,,
614322,1,,,
614323,1,,,
614324,1,,,
614325,1,,,
614326,1,,,
614327,1,,,
614328,1,,,
614329,1,,,
614330,1,,,
614331,1,,,
614332,1,,,
614333,1,,,
614334,1,,,
614335,1,,,
614336,1,,,
614337,1,,,
614338,1,,,
614339,1,,,
614340,1,,,
614341,1,,,
614342,1,,,
614343,0,613953,1541,
614344,0,613952,,2819
614345,0,,,
614346,0,613953,,2820
614347,0,613952,1397,
614348,0,,,
614349,0,613955,,2820
614350,0,613954,,2819
614351,0,613954,1397,
614352,0,613955,1541,
614354,0,,,
614355,0,,,
614356,0,613957,,3545
614357,0,613956,1457,
614360,0,613957,1623,
614363,0,,,
614366,0,613956,,1396
614371,0,613958,1443,
614372,0,613958,1680,
614373,0,,,
614375,0,613958,,1680
614376,0,613959,1868,
614379,0,,,
614384,0,,,
614390,0,613960,1414,
614392,0,613961,1479,
614395,0,,,
614397,0,613960,,1478
614399,0,,,
614400,0,,,
614401,0,613961,,
614403,0,613961,,
614404,0,,,
614405,0,,,
614409,0,,,
614410,0,613962,,1396
614411,0,,,
614418,0,,,
614420,0,613963,,1869
614422,0,613964,,1478
614424,0,613965,1619,
614425,0,613965,1479,
614430,0,613965,,1344
614431,0,613964,1593,
614435,0,613967,1479,
614437,0,613966,,
614438,0,613966,,
614440,0,,,
614441,0,,,
614442,0,613966,,1478
614444,0,,,
614447,0,,,
614448,0,,,
614451,0,613969,,1547
614453,0,,,
614457,0,613968,1636,
614458,0,613968,1548,
614459,0,613968,1548,
614464,0,613969,1419,
614468,0,613968,,1420
614469,0,613970,,1542
614475,0,613970,,1412
614476,0,613971,1411,
614479,0,613970,1482,
614481,0,613971,,1483
614482,0,,,
614483,0,613971,,1410
614491,0,,,
614492,0,613973,2959,
614493,0,613973,1609,
614496,0,613972,,1610
614499,0,,,
614500,0,,,
614502,0,613974,,1527
614503,0,613974,1623,
614504,0,613975,1680,
614505,0,613975,1528,
614506,0,613975,1528,
614507,0,613975,,1396
614508,0,,,
614511,0,613976,1636,
614513,0,613977,1609,
614516,0,613976,,1610
614518,0,613977,,1637
614519,0,613976,1636,
614521,0,,,
614527,0,613979,,1527
614528,0,613978,1528,
614535,0,613981,,1637
614536,0,,,
614538,0,,,
614542,0,613980,1636,
614547,0,613980,,1527
614548,0,613981,1528,
614549,0,,,
614556,0,613981,1528,
614560,0,613980,,1527
614566,0,613983,1536,
614569,0,613982,1496,
614570,0,613983,2033,
614575,0,613983,,1497
614581,0,613985,,2817
614583,0,613984,1564,
614585,0,613984,,1442
614586,0,613984,1581,
614588,0,613985,1614,
614589,0,,,
614591,0,613985,1414,
614596,0,613986,,2819
614597,0,613987,,3521
614598,0,613987,1411,
614600,0,613987,2820,
614602,0,613986,,1412
614605,0,613986,2959,
614613,0,613989,1411,
614614,0,613988,3523,
614615,0,613988,1409,
614617,0,,,
614618,0,613989,,2820
614619,0,613988,,1412
614624,0,613990,2033,
614627,0,613991,,1343
614628,0,613991,,1709
614629,0,613990,,1344
614630,0,613990,1619,
614634,0,613991,1660,
614640,0,613992,,1420
614642,0,613993,,1637
614644,0,613992,1636,
618120,1,,,
618121,1,,,
618122,1,,,
618123,1,,,
618124,1,,,
618125,1,,,
618126,1,,,
618127,1,,,
618128,1,,,
618129,1,,,
618130,0,,,
618131,0,,,
618132,0,,,
618134,0,,,
618135,0,,,
618136,0,,,
618137,0,,,
618138,0,,,
618139,0,,,
618140,0,,,
618141,0,,,
618142,0,,,
618143,0,,,
618146,0,,,
618148,0,,,
618149,0,,,
618150,0,,,
618151,0,,,
618152,0,,,
618153,0,,,
618154,0,,,
618155,0,,,
618156,0,,,
618157,0,,,
618158,0,,,
618159,0,,,
618161,0,,,
618162,0,,,
618163,1,,,
618164,1,,,
618165,1,,,
618166,1,,,
618167,1,,,
618168,1,,,
618169,1,,,
618170,1,,,
618172,0,,,
618174,0,,,
618185,0,,,
618188,0,,,
618189,0,,,
618190,0,,,
618192,1,,,
618193,1,,,
618194,1,,,
618195,1,,,
618196,1,,,
618197,1,,,
618198,1,,,
618199,1,,,
618200,1,,,
618201,1,,,
618202,1,,,
618203,1,,,
618204,1,,,
618205,1,,,
618206,1,,,
618207,1,,,
618208,1,,,
618209,1,,,
618210,0,,,
618211,0,,,
618213,0,,,
618214,0,,,
618215,0,,,
618216,0,,,
618217,0,,,
618220,0,,,
618221,0,,,
618222,0,,,
618223,0,,,
618224,0,,,
618225,0,,,
618226,0,,,
618227,0,,,
618228,0,,,
618229,0,,,
618230,0,,,
618231,0,,,
618232,0,,,
618233,0,,,
618234,0,,,
618235,0,,,
618236,0,,,
618238,0,,,
618239,0,,,
618240,0,,,
618241,0,,,
618242,0,,,
618243,0,,,
618244,0,,,
618245,0,,,
618246,0,,,
618247,0,,,
618248,0,,,
618249,0,,,
618250,0,,,
618251,0,,,
618252,0,,,
618253,0,,,
618254,0,,,
618255,0,,,
618257,0,,,
618259,0,,,
618260,0,,,
618261,0,,,
618262,0,,,
618263,0,,,
618264,0,,,
618265,0,,,
618266,0,,,
618267,0,,,
618268,0,,,
618269,0,,,
618274,0,,,
618275,0,,,
618276,0,,,
618278,0,,,
618280,0,,,
618281,0,,,
618283,0,,,
618284,0,,,
618285,0,,,
618287,0,,,
618288,0,,,
618289,0,,,
618290,0,,,
618291,0,,,
618292,0,,,
618293,0,,,
618294,0,,,
618295,0,,,
618297,0,,,
618298,0,,,
618299,0,,,
618300,0,,,
618301,0,,,
618302,0,,,
618303,0,,,
618304,0,,,
618305,1,,,
618306,1,,,
618311,1,,,
618312,1,,,
618313,1,,,
618314,1,,,
618315,1,,,
618322,0,,,
618325,0,,,
618326,0,,,
618329,0,,,
618330,0,,,
618338,0,,,
618340,0,,,
618342,0,,,
618344,0,,,
618348,0,,,
618355,0,,,
618356,0,,,
618357,0,,,
618358,0,,,
618359,0,,,
618362,0,,,
618363,0,,,
618365,0,,,
618368,0,,,
618369,0,,,
618372,0,,,
618375,0,,,
618376,0,,,
618379,0,,,
618380,0,,,
618382,0,,,
618383,0,,,
618384,0,,,
618391,1,,,
618392,1,,,
618393,1,,,
618394,1,,,
618395,1,,,
618396,1,,,
618397,1,,,
618398,1,,,
618399,1,,,
618400,1,,,
618401,1,,,
618402,1,,,
618403,1,,,
618404,1,,,
618405,1,,,
618406,1,,,
618408,1,,,
618410,1,,,
618411,1,,,
618412,1,,,
618413,1,,,
618414,1,,,
618415,1,,,
618416,1,,,
618417,1,,,
618418,1,,,
618419,1,,,
618420,1,,,
618421,1,,,
618422,1,,,
618423,1,,,
618424,1,,,
618425,1,,,
618426,1,,,
618427,1,,,
618428,1,,,
618429,1,,,
618430,1,,,
618431,1,,,
618432,1,,,
618433,1,,,
618434,1,,,
618435,1,,,
618436,1,,,
618437,1,,,
618438,1,,,
618439,1,,,
618440,1,,,
618441,1,,,
618442,1,,,
618443,1,,,
618444,1,,,
618445,1,,,
618446,1,,,
618447,1,,,
618448,1,,,
618449,1,,,
618450,1,,,
618451,1,,,
618452,1,,,
618453,1,,,
618454,1,,,
618455,1,,,
618456,1,,,
618457,1,,,
618458,1,,,
618459,1,,,
618460,1,,,
618461,1,,,
618462,1,,,
618463,1,,,
618464,1,,,
618465,1,,,
618466,1,,,
618467,1,,,
618468,1,,,
618469,1,,,
618470,1,,,
618471,1,,,
618472,1,,,
618473,1,,,
618474,1,,,
618475,1,,,
618476,1,,,
618477,1,,,
618478,1,,,
618479,1,,,
618480,1,,,
618481,1,,,
618482,1,,,
618483,1,,,
618484,1,,,
618485,1,,,
618486,1,,,
618487,1,,,
618488,1,,,
618489,1,,,
618490,1,,,
618491,1,,,
618492,1,,,
618493,1,,,
618494,1,,,
618495,1,,,
618496,1,,,
618497,1,,,
618498,1,,,
618499,1,,,
618500,1,,,
618501,1,,,
618502,1,,,
618503,1,,,
618504,1,,,
618505,1,,,
618506,1,,,
618507,1,,,
618508,1,,,
618509,1,,,
618510,1,,,
618511,1,,,
618512,1,,,
618513,1,,,
618514,1,,,
618515,1,,,
618516,1,,,
618517,1,,,
618518,1,,,
618519,1,,,
618520,1,618520,,879
618521,1,,,
618522,1,,,
618523,1,,,
618524,1,,,
618530,0,,,
618531,0,,,
618532,0,,,
618533,0,,,
618534,0,,,
618535,0,,,
618536,0,,,
618537,0,,,
618538,0,,,
618539,0,,,
618540,0,,,
618541,0,,,
618542,0,,,
618543,0,,,
618546,0,,,
618547,0,,,
618548,0,618402,,2948
618549,0,618402,1064,
618550,0,,,
618551,0,,,
618552,0,,,
618553,0,,,
618554,0,,,
618555,0,,,
618556,0,,,
618558,0,,,
618559,0,,,
618560,0,,,
618561,0,,,
618562,0,,,
618563,0,,,
618565,0,,,
618566,0,,,
618568,0,618411,1306,
618569,0,618411,1141,
618570,0,618412,125,
618572,0,618411,1306,
618574,0,618412,,1174
618575,0,618412,,1174
618576,0,618411,,2554
618578,0,,,
618579,0,618415,648,
618580,0,618416,1318,
618581,0,,,
618582,0,,,
618585,0,,,
618586,0,618416,,651
618591,0,618415,,644
618597,0,,,
618599,0,,,
618601,0,,,
618602,0,,,
618604,0,,,
618606,0,,,
618607,0,,,
618608,0,,,
618609,0,,,
618610,0,618417,,
618614,0,,,
618615,0,,,
618616,0,,,
618617,0,,,
618618,0,,,
618619,0,618419,,3131
618620,0,,,
618622,0,618419,,668
618623,0,618419,,668
618624,0,618419,,668
618625,0,618419,,668
618627,0,618420,,642
618628,0,618420,667,
618629,0,,,
618630,0,,,
618631,0,,,
618633,0,,,
618634,0,,,
618635,0,618422,,898
618636,0,,,
618637,0,618421,,3460
618638,0,618422,1248,
618639,0,,,
618643,0,618424,125,
618644,0,618423,208,
618645,0,618423,,2554
618646,0,618424,,210
618648,0,,,
618651,0,,,
618652,0,,,
618653,0,,,
618654,0,,,
618655,0,,,
618656,0,,,
618658,0,,,
618660,0,,,
618661,0,,,
618662,0,,,
618663,0,,,
618664,0,,,
618665,0,,,
618667,0,,,
618668,0,,,
618669,0,,,
618671,0,,,
618672,0,618428,3131,
618673,0,618427,1309,
618674,0,618427,1309,
618675,0,,,
618677,0,618427,,114
618678,0,618428,,1307
618679,0,618428,,1307
618680,0,,,
618681,0,,,
618685,0,,,
618686,0,,,
618687,0,,,
618689,0,,,
618690,0,618430,2815,
618691,0,618430,603,
618693,0,618430,,2828
618696,0,618429,,2816
618697,0,618429,711,
618698,0,,,
618699,0,618432,,2886
618700,0,,,
618703,0,,,
618704,0,,,
618706,0,,,
618707,0,618434,,2886
618708,0,,,
618710,0,,,
618712,0,,,
618713,0,618433,2885,
618714,0,618433,2885,
618717,0,618434,38,
618718,0,618433,,
618719,0,,,
618720,0,,,
618721,0,,,
618722,0,,,
618723,0,,,
618724,0,,,
618725,0,,,
618726,0,618435,,644
618728,0,618436,1318,
618729,0,618435,648,
618730,0,618436,,651
618731,0,,,
618733,0,618437,2885,
618734,0,,,
618735,0,,,
618736,0,618438,243,
618737,0,618437,,
618738,0,,,
618739,0,,,
618740,0,,,
618741,0,,,
618742,0,618440,,
618744,0,618440,,
618745,0,,,
618746,0,,,
618747,0,618441,324,
618748,0,618442,3512,
618749,0,,,
618750,0,618442,,323
618751,0,,,
618752,0,,,
618753,0,618441,,
618755,0,,,
618756,0,,,
618757,0,618443,,3460
618758,0,618444,,1012
618759,0,618444,,815
618760,0,618444,,1142
618761,0,618443,,
618762,0,618444,1248,
618763,0,618443,964,
618765,0,,,
618767,0,,,
618768,0,,,
618769,0,,,
618771,0,,,
618772,0,,,
618773,0,618450,629,
618774,0,618449,2235,
618775,0,618449,,619
618776,0,618450,,635
618777,0,,,
618780,0,618452,638,
618781,0,,,
618782,0,618451,647,
618783,0,618452,,646
618784,0,618451,,647
618785,0,,,
618786,0,,,
618787,0,,,
618788,0,,,
618789,0,618454,,651
618790,0,618454,,651
618791,0,618453,648,
618792,0,,,
618793,0,618454,1318,
618794,0,618453,,644
618795,0,618453,,644
618796,0,,,
618797,0,,,
618798,0,618455,,668
618799,0,618456,,669
618801,0,618456,667,
618803,0,618455,670,
618805,0,,,
618806,0,,,
618808,0,618458,,646
618809,0,618457,,647
618810,0,618457,,647
618811,0,618457,647,
618812,0,,,
618813,0,618458,638,
618814,0,618458,638,
618817,0,618459,,644
618818,0,618460,1318,
618819,0,618459,648,
618820,0,618460,,651
618821,0,,,
618822,0,,,
618823,0,618462,1306,
618824,0,618462,1306,
618825,0,618462,,2886
618826,0,618461,,1174
618827,0,,,
618828,0,,,
618829,0,618461,,1174
618830,0,618461,2885,
618834,0,,,
618835,0,618464,,2886
618836,0,,,
618837,0,,,
618838,0,618463,,3572
618839,0,618463,2885,
618840,0,618464,3572,
618842,0,,,
618843,0,,,
618845,0,618466,493,
618846,0,618465,209,
618847,0,618466,,1142
618848,0,618465,,978
618849,0,,,
618850,0,,,
618851,0,,,
618852,0,,,
618853,0,618468,,1267
618854,0,618468,,3124
618857,0,618470,1819,
618858,0,618470,1819,
618859,0,618469,1248,
618860,0,618470,,611
618861,0,618469,,1012
618862,0,618472,,2854
618863,0,,,
618864,0,,,
618865,0,,,
618866,0,618472,,2854
618867,0,,,
618868,0,618471,242,
618869,0,618471,242,
618870,0,618471,128,
618871,0,618471,128,
618872,0,618472,,127
618873,0,,,
618874,0,,,
618875,0,,,
618876,0,618473,,2554
618877,0,,,
618878,0,,,
618881,0,618473,208,
618883,0,618474,,210
618884,0,,,
618885,0,618474,,543
618887,0,,,
618888,0,,,
618889,0,,,
618890,0,,,
618891,0,618473,,2554
618894,0,,,
618895,0,,,
618897,0,,,
618898,0,618475,708,
618899,0,618475,708,
618900,0,618475,708,
618901,0,618476,,707
618903,0,618475,,610
618904,0,618476,603,
618908,0,,,
618909,0,,,
618910,0,,,
618911,0,618477,,1030
618912,0,618477,,1030
618914,0,,,
618915,0,,,
618917,0,618477,,284
618918,0,618478,,2973
618919,0,618478,,2973
618920,0,618478,,2973
618921,0,,,
618923,0,618479,708,
618924,0,618480,603,
618925,0,618480,,707
618926,0,,,
618927,0,,,
618928,0,,,
618929,0,618482,,1958
618931,0,,,
618932,0,,,
618933,0,,,
618934,0,618482,,543
618935,0,,,
618938,0,,,
618939,0,618484,,2953
618941,0,,,
618942,0,618484,,2953
618943,0,,,
618945,0,,,
618948,0,618486,,2953
618949,0,,,
618950,0,618485,,3002
618951,0,,,
618952,0,,,
618953,0,,,
618954,0,618488,,
618955,0,618487,,2953
618957,0,618490,,874
618958,0,,,
618959,0,,,
618960,0,,,
618961,0,,,
618962,0,,,
618963,0,,,
618964,0,,,
618965,0,,,
618966,0,618490,,
618969,0,618492,3574,
618970,0,618491,2885,
618971,0,618491,,3574
618972,0,618492,,2886
618973,0,,,
618974,0,,,
618977,0,,,
618978,0,618494,,
618979,0,618496,243,
618980,0,618495,2885,
618981,0,,,
618983,0,,,
618984,0,,,
618985,0,618495,,
618986,0,,,
618987,0,,,
618988,0,618498,,2854
618989,0,,,
618990,0,618497,242,
618992,0,618497,125,
618993,0,,,
618995,0,,,
618996,0,,,
618997,0,618500,,646
618998,0,618499,,647
618999,0,618502,208,
619000,0,,,
619001,0,618501,125,
619002,0,618502,,2554
619003,0,618503,,624
619005,0,,,
619006,0,,,
619007,0,,,
619008,0,,,
619009,0,,,
619010,0,,,
619011,0,,,
619012,0,618504,625,
619013,0,618504,625,
619014,0,618503,779,
619015,0,618503,779,
619016,0,618504,,780
619017,0,618504,,780
619018,0,618506,,2854
619019,0,618506,,127
619020,0,618505,242,
619021,0,618505,128,
619022,0,,,
619024,0,618508,209,
619025,0,618507,128,
619026,0,618507,,212
619027,0,618508,,127
619028,0,618508,,127
619029,0,,,
619030,0,618510,,1160
619031,0,618510,2783,
619032,0,618509,665,
619034,0,,,
619035,0,,,
619036,0,,,
619037,0,,,
619038,0,,,
619039,0,,,
619040,0,,,
619041,0,,,
619042,0,,,
619043,0,,,
619044,0,,,
619045,0,,,
619046,0,,,
619047,0,618512,,644
619048,0,618512,,644
619049,0,618511,,651
619050,0,618511,1318,
619051,0,618512,648,
619053,0,,,
619054,0,,,
619055,0,618514,43,
619056,0,618513,248,
619057,0,618514,,40
619058,0,618513,,
619059,0,,,
619060,0,618516,,707
619062,0,618515,708,
619063,0,618516,603,
619065,0,,,
619066,0,618518,,668
619067,0,618518,637,
619068,0,618518,670,
619069,0,618517,667,
619070,0,618517,,642
619071,0,,,
619074,0,,,
619075,0,,,
619076,0,618520,879,
619077,0,618522,,1782
619078,0,618524,642,
619080,0,618523,3123,
619082,0,618523,,637
619083,1,,,
619084,1,,,
619085,1,,,
619086,1,,,
619087,1,,,
619088,1,,,
619089,1,,,
619090,1,,,
619091,1,,,
619092,1,,,
619093,1,,,
619094,1,,,
619095,1,,,
619096,1,,,
619097,1,,,
619098,1,,,
619099,1,,,
619100,1,,,
619101,1,,,
619102,1,,,
619103,1,,,
619104,1,,,
619107,1,,,
619108,1,,,
619109,1,,,
619110,1,,,
619111,1,,,
619112,1,,,
619113,1,,,
619114,1,,,
619115,1,,,
619116,1,,,
619117,1,,,
619118,1,,,
619119,1,,,
619120,1,,,
619121,1,,,
619122,1,,,
619123,1,,,
619124,1,,,
619125,1,,,
619126,1,,,
619127,1,,,
619128,1,,,
619129,1,,,
619130,1,,,
619131,1,,,
619133,1,,,
619134,1,,,
619135,1,,,
619136,1,,,
619137,1,,,
619138,1,,,
619139,1,,,
619140,1,,,
619141,1,,,
619142,1,,,
619143,1,,,
619144,1,,,
619145,1,,,
619146,1,,,
619147,1,,,
619148,1,,,
619149,1,,,
619150,1,,,
619151,1,,,
619152,1,,,
619153,1,,,
619154,1,,,
619155,1,,,
619156,1,,,
619157,1,,,
619158,1,,,
619159,1,,,
619160,1,,,
619161,1,,,
619162,1,,,
619163,1,,,
619164,1,,,
619165,1,,,
619166,1,,,
619167,1,,,
619168,1,,,
619169,1,,,
619170,1,,,
619171,1,,,
619172,1,,,
619173,1,,,
619174,1,,,
619175,1,,,
619176,1,,,
619177,1,,,
619178,1,,,
619179,1,,,
619180,1,,,
619181,1,,,
619182,1,,,
619183,1,,,
619184,1,,,
619185,1,,,
619186,1,,,
619187,1,,,
619188,1,,,
619189,1,,,
619190,1,,,
619191,1,,,
619192,1,,,
619193,1,,,
619194,1,,,
619195,1,,,
619196,1,,,
619197,1,,,
619198,1,,,
619199,1,,,
619200,1,,,
619201,1,,,
619202,1,,,
619203,1,,,
619204,1,,,
619205,1,,,
619206,1,,,
619207,1,,,
619208,1,,,
619212,0,,,
619213,0,,,
619215,0,,,
619216,0,,,
619217,0,,,
619218,0,,,
619219,0,,,
619220,0,,,
619221,0,,,
619222,0,,,
619223,0,,,
619225,0,,,
619228,0,,,
619229,0,,,
619230,0,,,
619231,0,,,
619232,0,,,
619234,0,,,
619235,0,,,
619236,0,,,
619237,0,,,
619238,0,,,
619239,0,,,
619240,0,,,
619241,0,,,
619242,0,,,
619243,0,,,
619244,0,,,
619246,0,618411,1306,
619247,0,618411,1141,
619248,0,618412,125,
619250,0,618411,1306,
619251,0,618411,1306,
619252,0,618412,,1174
619253,0,618412,,1174
619254,0,618411,,2554
619255,0,,,
619257,0,618415,648,
619259,0,,,
619260,0,,,
619262,0,,,
619264,0,618416,,651
619265,0,,,
619271,0,,,
619272,0,,,
619273,0,,,
619274,0,,,
619275,0,,,
619277,0,,,
619279,0,,,
619280,0,,,
619282,0,,,
619284,0,,,
619285,0,,,
619287,0,,,
619288,0,618417,,
619292,0,,,
619293,0,,,
619294,0,,,
619295,0,,,
619296,0,,,
619297,0,618419,,3131
619298,0,,,
619299,0,618420,,
619300,0,618419,,668
619301,0,618419,,668
619302,0,618419,,668
619303,0,618419,,668
619305,0,618420,,642
619306,0,618420,667,
619307,0,,,
619308,0,,,
619309,0,,,
619311,0,,,
619312,0,,,
619313,0,618422,,898
619314,0,,,
619315,0,618421,,3460
619316,0,618422,1248,
619317,0,,,
619318,0,,,
619319,0,,,
619321,0,618424,125,
619322,0,618423,208,
619323,0,618423,,2554
619324,0,618424,,210
619325,0,,,
619327,0,,,
619328,0,,,
619329,0,,,
619330,0,,,
619331,0,,,
619332,0,,,
619334,0,,,
619336,0,,,
619342,0,,,
619344,0,,,
619345,0,,,
619347,0,,,
619349,0,,,
619350,0,618428,3131,
619351,0,618427,1309,
619352,0,618427,1309,
619354,0,618427,1309,
619355,0,618427,,114
619357,0,618428,,1307
619358,0,,,
619359,0,,,
619364,0,,,
619365,0,,,
619367,0,,,
619369,0,618430,603,
619371,0,618430,,2828
619372,0,,,
619375,0,618429,711,
619376,0,,,
619377,0,618432,,2886
619378,0,,,
619379,0,,,
619380,0,,,
619381,0,,,
619382,0,,,
619383,0,,,
619384,0,,,
619388,0,,,
619390,0,,,
619391,0,618433,2885,
619393,0,618433,2885,
619394,0,618433,2885,
619395,0,618434,38,
619396,0,618433,,
619397,0,,,
619398,0,,,
619400,0,,,
619402,0,,,
619404,0,618435,,644
619406,0,618436,1318,
619407,0,618435,648,
619408,0,618436,,651
619410,0,,,
619412,0,,,
619416,0,,,
619417,0,,,
619418,0,,,
619419,0,,,
619420,0,618440,,
619422,0,618440,,
619423,0,,,
619426,0,618442,3512,
619428,0,618442,,323
619430,0,,,
619431,0,618441,,
619432,0,,,
619442,0,,,
619443,0,,,
619444,0,,,
619445,0,,,
619449,0,,,
619450,0,,,
619451,0,618450,629,
619452,0,618449,2235,
619453,0,618449,,619
619454,0,618450,,635
619456,0,,,
619457,0,,,
619458,0,618452,638,
619460,0,618451,647,
619461,0,618452,,646
619462,0,618451,,647
619463,0,,,
619465,0,,,
619467,0,618454,,651
619469,0,618453,648,
619471,0,618454,1318,
619472,0,618453,,644
619473,0,618453,,644
619476,0,618455,,668
619477,0,618456,,669
619478,0,,,
619479,0,618456,667,
619481,0,618455,670,
619483,0,,,
619484,0,,,
619485,0,,,
619486,0,618458,,646
619487,0,618457,,647
619488,0,618457,,647
619489,0,618457,647,
619490,0,,,
619491,0,618458,638,
